trdmn,mkt_rf,smb,hml,umd,rf,smb_equal,hml_equal,umd_equal,rmw,cma,rmw_equal,cma_equal
199402,-0.005733448,-0.00979825,-0.030990519,-0.026590251,0.008719,-0.027549453,-0.046225405,-0.036616959,0.0096924566,0.0048795538,0.0427227805,0.0053676741
199403,-0.140417362,0.1011218906,0.0445735689,0.1881391873,0.008719,0.1009953872,0.0621829457,0.1367931461,-0.15574424,-0.070236096,-0.104735895,-0.03121357
199404,-0.168803863,0.0528664209,0.0374895121,0.0083276498,0.008719,0.0494970947,0.0323197487,-0.022157113,0.0116578088,-0.009700877,-0.005095,0.0162540851
199405,-0.050044268,0.0033944821,-0.007816317,-0.016820707,0.008719,0.0221255641,0.0146680578,0.0333559842,0.0545802258,-0.036817085,0.0234531577,-0.028613077
199406,-0.1576434,-0.013240454,0.0164682341,0.0263821754,0.008719,-0.009669261,0.0219911751,0.0442008029,0.0261935851,0.0188870606,0.0149113073,0.0202822004
199407,-0.245339974,-0.118368638,0.1057715457,-0.1164324,0.008719,-0.109548621,0.0955717946,-0.05829226,0.0858730237,-0.064570423,0.0758162661,-0.079092921
199408,1.126362308,0.3742695952,-0.404816759,0.4866916154,0.008719,0.3186502248,-0.299477275,0.2762475927,-0.338384926,0.5241013468,-0.395808743,0.6088785368
199409,0.0507596402,0.1734066461,0.1473678465,-0.006934712,0.008719,0.1572463032,0.1240171083,-0.068124552,0.0074901222,0.0342198546,-0.008037205,0.0796297699
199410,-0.209376151,0.0388917038,-0.002298847,0.0098859044,0.008719,0.0282517408,0.0039894648,0.0209442408,-0.014199637,0.0336856517,-0.018063147,0.0276380345
199411,0.0285504837,0.0192041273,-0.032660917,0.0926601325,0.008719,0.0231455647,-0.030053208,0.0893216715,-0.023717651,0.0216823422,-0.027545777,0.0269549824
199412,-0.065554535,0.0105483957,-0.00326143,-0.009143983,0.008719,0.0113296163,-0.011792083,0.0022633207,-0.009972573,0.0014175419,-0.009918481,0.0143751205
199501,-0.131828842,-0.034582942,0.0155784438,-0.055745451,0.008719,-0.027373629,0.0148399843,-0.050222057,0.0357976008,-0.046825744,0.0256890017,-0.054137066
199502,-0.025635046,-0.000629284,0.0280252552,-0.034131923,0.008719,-0.003357482,0.0266822524,-0.029873485,0.0099340365,0.0184775742,0.0098060846,0.0015631575
199503,0.1218537372,0.0340731054,-0.058546876,0.1138973589,0.008719,0.0351454792,-0.045478008,0.0914395247,-0.029490442,0.0432332853,-0.025905456,0.0581985129
199504,-0.117091474,0.0145023299,0.0086709862,-0.005170196,0.008719,0.0198948921,0.0056832622,0.0063302933,-0.007906047,-0.009751469,-0.00887713,-0.014123317
199505,0.1512702597,0.0907392852,-0.11196654,0.1577417533,0.008719,0.0900420287,-0.089902761,0.1290466736,-0.070631934,0.10232602,-0.060210442,0.0984614842
199506,-0.090082862,-0.026686026,0.0289609262,-0.060316699,0.008719,-0.029395194,0.0101718181,-0.056041874,0.017053778,-0.009398571,0.0145575327,-0.010022238
199507,0.0596539117,-0.005305571,0.0364829426,-0.025338225,0.008719,-0.010380819,0.0331813644,-0.021276471,0.074198778,0.032370575,0.0666529646,0.0083649006
199508,0.0486764081,-0.036938979,0.1377206481,-0.101164629,0.008719,-0.036950525,0.1292027189,-0.101263883,0.0132216431,0.0323542258,0.0028945029,-0.005898435
199509,-0.010066321,-0.012009478,0.0779728918,0.051042513,0.008719,-0.014998943,0.0755620159,0.0190133714,0.0297754558,0.0524582619,-0.00212674,0.0187267926
199510,0.0058000181,0.0050886468,0.0562474393,0.0421456743,0.008719,0.0008722428,0.0429987881,0.0277644292,0.027609804,0.0392839432,0.0149172715,0.0125138896
199511,-0.087035426,0.0096345921,-0.081959597,-0.090105366,0.008719,0.0163991339,-0.061808318,-0.079363369,-0.046621061,-0.030134657,-0.023393335,0.0014126587
199512,-0.119050503,-0.009106588,0.0141735991,-0.015879965,0.008719,-0.007294,0.0197114958,-0.006628851,-0.030284532,-0.006840184,-0.035256256,0.0013364359
199601,-0.044621569,0.003543677,0.0841393709,0.0637763089,0.008719,0.0010176659,0.0725756705,0.050669658,0.0297079117,0.0353234043,0.0113178487,0.0069321652
199602,0.0208925224,-0.012137724,-0.029700349,-0.019326434,0.008719,-0.010119992,-0.034883112,-0.020719719,0.0129173633,-0.010123057,0.0191432015,-0.008320568
199603,-0.006803541,0.0030497352,0.0027564754,0.0295736607,0.008719,0.001922433,-0.003666857,0.0181880663,0.0255563637,0.0104864072,0.0125901437,0.0014245893
199604,0.3056085713,0.0356663593,0.0678834568,-0.066153312,0.008719,0.023315016,0.0801651239,-0.02444024,-0.161650401,0.0032921131,-0.15081731,0.0429302827
199605,-0.040935333,-0.09128146,0.0557031693,0.0698449396,0.007346,-0.072709374,0.045070271,0.0454354414,0.0105271497,0.0361779457,-0.017009842,-0.00238258
199606,0.2086000046,-0.126517865,0.073689645,0.1106875921,0.007346,-0.092072,0.0641324518,0.113193429,0.1362945708,0.1187395682,-0.013176516,0.0682425038
199607,0.1842708192,0.0362873645,0.2542074642,0.1581433845,0.007346,-0.002478326,0.3016709409,0.1980859141,-0.019863377,0.0115681801,-0.006303088,0.0401018751
199608,0.0030084989,-0.075924043,0.0287148589,0.0662062143,0.006022,-0.055217345,0.0345422809,0.0412354097,0.0332070789,-0.033903496,0.0671179054,-0.044671776
199609,0.0447543569,0.0006624084,0.0223442364,0.0038591571,0.006022,0.0071074385,0.0462364711,0.0137039317,-0.097250524,0.0126690888,-0.039416621,-0.015192441
199610,0.2747645533,0.142345569,0.3271774628,0.0211106447,0.006022,0.1103574877,0.3425571971,0.0842087198,-0.226292749,0.1638373589,-0.231600745,0.2001981642
199611,0.0863466013,0.0429573589,0.072552833,0.0268450611,0.006022,0.0331246538,0.0721938539,0.0582215245,0.0021760368,0.0079336649,-0.01034311,0.0241376959
199612,-0.212681795,-0.085783511,-0.113539003,-0.080229114,0.006022,-0.065494843,-0.115551402,-0.1178673,0.1392899548,-0.063749964,0.1165204824,-0.070090155
199701,0.0936382656,0.0382469358,0.0582406943,0.0536973802,0.006022,0.0265644748,0.0550412382,0.0571008915,-0.038735823,0.0056513053,-0.026369888,0.0109471435
199702,0.067342704,0.0334619104,-0.031456414,-0.09928252,0.006022,0.0291478458,-0.036391388,-0.107208849,-0.042968626,0.016140267,-0.068919584,0.0396490181
199703,0.1917561054,0.0240606482,-0.037928596,0.0026266987,0.006022,0.035705996,-0.054750833,-0.025021003,0.0575187833,-0.094089343,0.0132873928,-0.074100731
199704,0.110803336,-0.079280859,-0.045854307,0.0423124985,0.006022,-0.041657988,-0.054651096,0.014254056,0.1147774245,-0.151464359,0.0606847437,-0.111127223
199705,-0.086131224,-0.049294883,0.0383428546,0.0577648319,0.006022,-0.022313891,0.0340179432,0.0319555801,0.0944836206,-0.045349786,0.0449648539,-0.011157854
199706,0.0088604802,-0.023474548,0.0097757733,0.1113090706,0.006022,-0.003440769,0.0057616026,0.0845062233,0.0555166307,-0.075720861,0.0269905511,-0.031960129
199707,-0.089252549,0.0494519112,0.0374560721,-0.081689424,0.006022,0.0383026609,0.0228357635,-0.072735616,-0.032424004,-0.002304067,-0.028429465,0.0186921422
199708,-0.002554936,0.019627271,0.1007923654,-0.142124539,0.006022,0.0059772709,0.0864647401,-0.112681324,-0.1055561,0.0735812001,-0.080908777,0.0455516819
199709,-0.133943243,0.0368453422,-0.031352418,-0.016723171,0.006022,0.0543657529,-0.026483015,-0.039888786,0.0155923358,-0.00520216,-0.020527737,0.0448396796
199710,0.1203442913,-0.044937582,-0.039035017,0.0255469386,0.004606,-0.036469227,-0.038197764,0.001693341,0.0352289025,-0.002125443,0.0264761066,-0.023197839
199711,-0.054623749,0.0331376258,-0.020126349,0.0287690601,0.004606,0.0395855326,-0.010859119,0.0277589874,0.0213344758,-0.011683101,0.0053034905,0.0104656628
199712,0.0423981463,0.0422196831,-0.048750629,0.0619643049,0.004606,0.0454423534,-0.049265748,0.0294936749,0.047480708,-0.066518227,0.0255522502,-0.011047428
199801,0.0257201146,0.0331669765,-0.002646086,0.0196613302,0.004606,0.0241229877,-0.005637028,0.0119641573,0.0080394665,-0.003508435,-0.001159471,0.0107819325
199802,-0.020782519,0.0238973998,0.0443830392,-0.076734829,0.004606,0.0184578423,0.044978814,-0.047492885,-0.079609089,0.0382362831,-0.061272082,0.0175733049
199803,0.0262446759,0.0490677925,0.0096517546,0.0095065748,0.004249,0.0573042059,0.0166244015,0.0253593175,-0.032576502,0.0582226105,-0.053196314,0.0805342087
199804,0.0850515375,0.0624388472,-0.002843374,0.0031953323,0.004249,0.044657589,0.0106735471,0.0202159963,-0.005767427,0.0162087133,0.013366785,0.0160387596
199805,0.0632190297,0.0731779158,0.0363588782,-0.027410073,0.004249,0.0483869931,0.0373268216,-0.038600015,-0.085004902,0.0486511745,-0.071000613,0.0395937236
199806,-0.078245298,0.0106988696,-0.029595524,0.0516402528,0.004249,0.0027040162,-0.034406876,0.0329225503,0.0127645812,0.0043739916,0.0504899571,-0.011536728
199807,-0.01294068,0.0305174571,0.0221853961,0.0098655225,0.003891,0.0335438003,0.0134364567,0.0123473871,-0.019118299,0.0258768986,-0.033241413,0.0488145954
199808,-0.12962574,0.0267399978,-0.008487404,0.0777007111,0.003891,0.0269650307,-0.000325395,0.0736531822,-0.030909847,0.0150289173,-0.032033954,0.0328582339
199809,0.0728366451,0.0880143672,0.0057437495,-0.005210828,0.003891,0.0842537015,-0.00898617,-0.021911369,-0.054584435,0.0436292074,-0.037458091,0.0252065789
199810,-0.014168281,0.0472121025,-0.04512125,0.0343177287,0.003891,0.0426383937,-0.046063185,0.0189049105,-0.00711954,-0.005544161,-0.003007143,-0.014132071
199811,0.0124967527,-0.017620339,-0.026495592,-0.031749191,0.003891,-0.017963214,-0.015628857,-0.028755107,0.0342273328,-0.022684427,0.0236329502,-0.012745754
199812,-0.090813317,-0.027001964,-0.004753416,-0.033285118,0.003097,-0.026103291,0.0001614612,-0.04010935,0.0299572868,-0.015985185,0.0289825308,-0.020838897
199901,-0.007500713,0.01493358,0.0077615004,0.0124514819,0.003097,0.0106202697,0.008258778,0.0213769089,-0.01335711,-0.012439156,-0.011972223,-0.004729268
199902,-0.044761525,0.0094676506,-0.002702581,0.0207479847,0.003097,0.013673734,0.0001763106,0.0228960054,0.0076620309,0.0005819883,0.0065132376,0.0038072481
199903,0.0648053838,0.067325296,0.0593755799,-0.010724352,0.003097,0.0658046544,0.0522773597,-0.026191716,-0.091756304,0.0702815797,-0.094460856,0.0748234739
199904,-0.040707831,-0.007288607,0.0303737932,-0.004299354,0.003097,-0.012243068,0.0295180066,-0.005837926,-0.007140463,-0.000475103,-0.005780992,-0.010386589
199905,0.1031355445,-0.023705048,-0.061986244,0.0248057464,0.003097,-0.014674698,-0.048446557,0.0423719543,0.0206389383,-0.03883157,0.0124157644,-0.055394304
199906,0.3627292113,-0.096532573,-0.007712719,0.0507982662,0.001856,-0.075538131,0.0026321474,0.0265655773,0.0134509104,0.0252899239,0.0291187358,0.0300420259
199907,-0.068912034,0.0313360644,0.0021887353,-0.006535932,0.001856,0.0329571498,-0.000872922,-0.022419704,-0.010880247,0.0304265317,-0.023508624,0.0392309451
199908,0.006499223,0.0716475502,0.0421125438,-0.05323931,0.001856,0.0620290889,0.037570169,-0.041733695,-0.059977676,0.0676770777,-0.057879922,0.0582366281
199909,-0.031113805,0.0052926739,-0.015493928,-0.020392605,0.001856,0.0062546467,-0.01618417,-0.02709106,0.0025946736,-0.011613772,0.0039574686,-0.011281711
199910,-0.052886962,0.0271707395,-0.005727154,-0.0224468,0.001856,0.0235240721,-0.007368374,-0.016848919,-0.014483217,0.0063059136,-0.009488077,0.0074520517
199911,-0.044541732,0.033371138,0.0043138337,-0.024825699,0.001856,0.0317886324,0.0031180052,-0.025987673,-0.021876094,0.0123575458,-0.023065407,0.0096774935
199912,-0.048543674,-0.017469353,-0.050474704,0.0359488775,0.001856,-0.012286987,-0.039251233,0.0347736414,0.0379459341,-0.031364328,0.0344962502,-0.016113726
200001,0.170362874,-0.03341066,-0.087563337,0.2129672138,0.001856,-0.035366569,-0.067505069,0.1822452618,0.0197058997,-0.034713648,0.0361501343,-0.040682664
200002,0.1262946603,0.0301501033,-0.00041817,0.0222555556,0.001856,0.0303360456,-0.0032475,0.0110385414,-0.017309538,0.0411642315,-0.029535269,0.0182555407
200003,0.0521725074,0.0861944087,0.03761925,-0.113611081,0.001856,0.0839493831,0.0236858316,-0.128430055,-0.073698703,0.0511091501,-0.077955356,0.0912553289
200004,0.0108438874,-0.006829104,-0.000645082,-0.044750498,0.001856,-0.002416879,0.0076518593,-0.040083249,-0.008343064,-0.010504067,0.0027276348,-0.006585163
200005,0.0254020036,0.0178782771,0.0258265983,-0.008286892,0.001856,0.0155214704,0.0248906809,0.0007178152,-0.020856063,0.0036956044,-0.015893562,-0.00562273
200006,0.0221409577,-0.021282413,0.0254404719,-0.062484936,0.001856,-0.028597151,0.0161830987,-0.055360831,0.0179040538,0.0030799989,0.0292179262,-0.011694724
200007,0.0433162248,0.0357694578,0.0263619971,-0.013161342,0.001856,0.0360077034,0.0290487251,-0.035703285,-0.019981798,0.0465815629,-0.038531725,0.0571318773
200008,-0.006947659,0.0476042598,-0.004633101,0.0035733701,0.001856,0.0451673757,-0.007708545,-0.011431148,-0.036540382,0.0145644155,-0.052779892,0.0367858144
200009,-0.049616604,0.026235123,-0.037813045,0.0414979104,0.001856,0.0254033427,-0.038047711,0.0411861589,-0.014278387,0.0146665795,-0.022108464,0.026826563
200010,0.0200083248,0.0355753716,0.0323988605,-0.025399159,0.001856,0.0341077452,0.0297537756,-0.029587689,-0.020490099,0.0207558219,-0.017826451,0.0195000618
200011,0.0544505176,0.0082765391,0.009167382,-0.021408597,0.001856,0.0088865037,0.0142254578,-0.025305479,0.0076913596,0.0063159276,0.0055835586,0.0061504537
200012,-0.00547003,0.0068798323,0.007345375,-0.011673761,0.001856,0.0076210011,0.0044915666,-0.023547019,0.0183619051,-0.007473686,0.0207712001,-0.010415936
200101,-0.011372325,-0.006089436,0.041194383,-0.000564049,0.001856,-0.011565739,0.038192693,-0.008684663,0.005139801,0.0028639367,0.0082958386,-0.004010557
200102,-0.061454889,-0.014036415,0.0322932242,0.0256219811,0.001856,-0.016120262,0.0335881247,0.0243243128,0.027719238,-0.007469713,0.0351271869,-0.016730753
200103,0.0735459118,0.0340059709,0.0098473139,-0.010059865,0.001856,0.0327389601,0.0071774677,0.0004369962,-0.021273051,0.002187976,-0.023610291,0.0111551346
200104,-0.008835657,0.0303915892,-0.034351861,0.0020438766,0.001856,0.0305801313,-0.031626437,0.0019567714,-0.023722792,0.0172049909,-0.03363202,0.0230037034
200105,0.0307242816,0.0641373918,-0.004393979,0.0246791471,0.001856,0.0626913898,-0.005395116,0.0232540065,-0.036777401,0.0230971225,-0.044068029,0.0292020355
200106,-0.002168058,0.0083918014,0.020561934,-0.014108797,0.001856,0.0015654945,0.0120361715,-0.019845363,-0.004975497,0.0108985497,0.0036049084,0.0023858201
200107,-0.133306911,-0.003183685,-0.008800424,0.030438598,0.001856,-0.001819613,-0.00689416,0.0158362579,0.0053813265,0.002542149,-0.002413351,0.0058809039
200108,-0.036158841,0.0158418355,-0.00274247,0.0250959594,0.001856,0.019565005,-0.006651206,0.0167381584,0.003755397,0.0040531201,-0.006478867,0.0133458899
200109,-0.057503179,-0.024708766,0.0210092906,-0.027664129,0.001856,-0.029693634,0.0079355782,-0.034656453,0.0107856502,-0.007374523,0.0268888577,-0.028153825
200110,-0.051907186,-0.008843763,0.0280754742,-0.012145445,0.001856,-0.00231569,0.027786051,-0.008145689,-0.013834816,0.0188900006,-0.010513759,0.0155304095
200111,0.0382426648,0.0256302965,0.0072761887,-0.052119347,0.001856,0.0191065056,0.0068616529,-0.054158494,-0.014494227,0.0083635222,-0.014103188,0.0095917141
200112,-0.064428451,-0.020278538,0.0141006181,0.0227542921,0.001856,-0.014615631,0.0137585146,0.0106261224,0.0575287799,-0.033098395,0.0495532553,-0.038129995
200201,-0.109302284,-0.034324203,-0.000325934,0.0455513481,0.001856,-0.026277099,0.0043295532,0.0521641549,0.0459921028,-0.032308919,0.047833061,-0.03319041
200202,0.0273642323,0.0140592118,0.0025737172,-0.051227233,0.001635,0.0085290233,-0.009532195,-0.059525776,-0.021414954,0.0149664759,-0.027458821,0.0241953112
200203,0.0653863987,0.0259643665,-0.002572513,-0.045959805,0.001635,0.0204588931,-0.003040404,-0.048529752,-0.025936901,0.0199332091,-0.020971654,0.0155436517
200204,0.0393307574,0.0337415598,0.0295607567,-0.021658664,0.001635,0.0323704113,0.0272449732,-0.020421299,-0.029138352,0.031792808,-0.029097483,0.0267072758
200205,-0.085001818,0.0008652406,-0.013841976,0.0037021223,0.001635,0.0029328532,-0.010007097,0.000947267,-0.012548416,0.0049932762,-0.014214734,0.008680178
200206,0.1244827775,-0.034022027,0.0500251385,-0.018760095,0.001635,-0.031096135,0.0472786202,-0.022250528,0.0103294309,0.0159524933,0.0155024658,-0.00058063
200207,-0.042629433,0.0109317913,-0.00859298,-0.002138055,0.001635,0.0091247858,-0.007417599,-0.001178684,0.0047160135,-0.011606981,0.0025815343,-0.008658172
200208,0.0037973493,0.0069296363,-0.001441883,0.0004631783,0.001635,0.0088376728,-0.002918596,-0.003627217,0.0097114023,1.7038826E-6,0.0110581342,-0.003328548
200209,-0.057087772,-0.006807488,-0.007135529,0.0258284885,0.001635,-0.003030916,-0.005076409,0.0253596538,0.0224090526,-0.019098472,0.0196454213,-0.015540577
